date,product_id,category,price,quantity,week,day_of_week,month,is_weekend,revenue,revenue_tplus1
2024-01-02,1009,breakfast,8.536970309127428,18,1,1,1,0,153.6654655642937,26.025429046874567
2024-01-02,1010,cleaning,13.012714523437284,2,1,1,1,0,26.025429046874567,292.6225241640387
2024-01-02,1011,frozen,11.254712467847641,26,1,1,1,0,292.6225241640387,0.0
2024-01-03,1015,frozen,13.125832856416755,0,1,2,1,0,0.0,260.97028029164323
2024-01-03,1016,drinks,12.427156204363964,21,1,2,1,0,260.97028029164323,467.7960170962195
2024-01-03,1017,frozen,20.338957265053022,23,1,2,1,0,467.7960170962195,132.34751268774022
2024-01-03,1018,cleaning,13.234751268774021,10,1,2,1,0,132.34751268774022,320.7394740958364
2024-01-03,1020,frozen,7.822914002337473,41,1,2,1,0,320.7394740958364,57.482121340921886
2024-01-03,1022,cleaning,2.7372438733772326,21,1,2,1,0,57.482121340921886,308.3482227178694
2024-01-03,1014,drinks,15.417411135893472,20,1,2,1,0,308.3482227178694,86.51155978446343
2024-01-03,1023,frozen,9.612395531607048,9,1,2,1,0,86.51155978446343,60.574925963934305
2024-01-03,1024,snacks,10.09582099398905,6,1,2,1,0,60.574925963934305,115.58367481137704
2024-01-03,1025,snacks,7.223979675711065,16,1,2,1,0,115.58367481137704,118.172518232638
2024-01-03,1021,drinks,5.9086259116318995,20,1,2,1,0,118.172518232638,112.80231383048668
2024-01-03,1013,cleaning,18.800385638414447,6,1,2,1,0,112.80231383048668,44.05744258083675
2024-01-03,1019,snacks,7.342907096806124,6,1,2,1,0,44.05744258083675,330.3906077530746
2024-01-03,1011,frozen,11.39277957769223,29,1,2,1,0,330.3906077530746,374.75939424771275
2024-01-03,1002,cleaning,11.711231070241023,32,1,2,1,0,374.75939424771275,52.24523569836909
2024-01-03,1003,breakfast,3.073249158727594,17,1,2,1,0,52.24523569836909,257.9076674093711
2024-01-03,1004,cleaning,16.119229213085692,16,1,2,1,0,257.9076674093711,0.0
2024-01-03,1005,cleaning,11.37078172450925,0,1,2,1,0,0.0,82.79670130341701
2024-01-03,1006,drinks,10.349587662927126,8,1,2,1,0,82.79670130341701,222.82301732477862
2024-01-03,1001,frozen,6.553618156611136,34,1,2,1,0,222.82301732477862,450.0922187449369
2024-01-03,1007,breakfast,20.458737215678948,22,1,2,1,0,450.0922187449369,128.51309135262932
2024-01-03,1008,breakfast,14.27923237251437,9,1,2,1,0,128.51309135262932,180.57697475753062
2024-01-03,1009,breakfast,7.8511728155448095,23,1,2,1,0,180.57697475753062,66.86176178179994
2024-01-03,1010,cleaning,13.372352356359988,5,1,2,1,0,66.86176178179994,320.0589659671214
2024-01-03,1012,breakfast,18.826997998065966,17,1,2,1,0,320.0589659671214,80.20943579532002
2024-01-04,1015,frozen,11.45849082790286,7,1,3,1,0,80.20943579532002,288.95579561174054
2024-01-04,1016,drinks,12.563295461380024,23,1,3,1,0,288.95579561174054,408.6921849927293
2024-01-04,1017,frozen,17.76922543446649,23,1,3,1,0,408.6921849927293,47.29759077963623
2024-01-04,1018,cleaning,11.824397694909058,4,1,3,1,0,47.29759077963623,80.41183557694445
2024-01-04,1019,snacks,6.700986298078704,12,1,3,1,0,80.41183557694445,85.21311709351521
2024-01-04,1021,drinks,5.3258198183447005,16,1,3,1,0,85.21311709351521,54.51222992308721
2024-01-04,1022,cleaning,2.869064732794064,19,1,3,1,0,54.51222992308721,32.59346659809349
2024-01-04,1023,frozen,10.864488866031165,3,1,3,1,0,32.59346659809349,10.048328334609147
2024-01-04,1024,snacks,10.048328334609147,1,1,3,1,0,10.048328334609147,404.4866543198899
2024-01-04,1014,drinks,14.445951939996068,28,1,3,1,0,404.4866543198899,293.5197526045176
2024-01-04,1020,frozen,7.526147502679938,39,1,3,1,0,293.5197526045176,55.452897908158306
2024-01-04,1013,cleaning,18.484299302719435,3,1,3,1,0,55.452897908158306,69.3174749265554
2024-01-04,1025,snacks,6.931747492655541,10,1,3,1,0,69.3174749265554,259.5836889204965
2024-01-04,1011,frozen,11.286247344369412,23,1,3,1,0,259.5836889204965,200.529966488809
2024-01-04,1001,frozen,6.468708596413194,31,1,3,1,0,200.529966488809,338.99161840077636
2024-01-04,1002,cleaning,11.299720613359213,30,1,3,1,0,338.99161840077636,61.18567074205382
2024-01-04,1003,breakfast,2.9136033686692295,21,1,3,1,0,61.18567074205382,278.434045243595
2024-01-04,1004,cleaning,18.562269682906333,15,1,3,1,0,278.434045243595,0.0
2024-01-04,1005,cleaning,10.520641997430136,0,1,3,1,0,0.0,165.335163028744
2024-01-04,1012,breakfast,18.370573669860445,9,1,3,1,0,165.335163028744,316.0712799072719
2024-01-04,1007,breakfast,17.559515550403994,18,1,3,1,0,316.0712799072719,14.522161220710908
2024-01-04,1008,breakfast,14.522161220710908,1,1,3,1,0,14.522161220710908,160.82905669284764
2024-01-04,1009,breakfast,8.041452834642381,20,1,3,1,0,160.82905669284764,66.71058107296167
2024-01-04,1010,cleaning,13.342116214592334,5,1,3,1,0,66.71058107296167,72.2372413505092
2024-01-04,1006,drinks,10.3196059072156,7,1,3,1,0,72.2372413505092,25.965742915890374
2024-01-05,1015,frozen,12.982871457945187,2,1,4,1,0,25.965742915890374,355.57243532131685
2024-01-05,1016,drinks,13.169349456345069,27,1,4,1,0,355.57243532131685,440.27708739446854
2024-01-05,1017,frozen,19.142482060629067,23,1,4,1,0,440.27708739446854,97.00940738396338
2024-01-05,1018,cleaning,12.126175922995422,8,1,4,1,0,97.00940738396338,85.1781807538415
2024-01-05,1019,snacks,7.098181729486792,12,1,4,1,0,85.1781807538415,85.66519139612029
2024-01-05,1021,drinks,5.354074462257518,16,1,4,1,0,85.66519139612029,66.50139259444792
2024-01-05,1022,cleaning,3.022790572474906,22,1,4,1,0,66.50139259444792,42.703559103631456
2024-01-05,1023,frozen,10.675889775907864,4,1,4,1,0,42.703559103631456,47.4226914269692
2024-01-05,1024,snacks,9.48453828539384,5,1,4,1,0,47.4226914269692,379.34085183962634
2024-01-05,1014,drinks,14.590032763062553,26,1,4,1,0,379.34085183962634,305.3910690090657
2024-01-05,1020,frozen,7.4485626587577,41,1,4,1,0,305.3910690090657,71.25294699357232
2024-01-05,1025,snacks,7.916994110396924,9,1,4,1,0,71.25294699357232,102.48071544124821
2024-01-05,1013,cleaning,17.080119240208035,6,1,4,1,0,102.48071544124821,286.20199542562517
2024-01-05,1011,frozen,11.448079817025008,25,1,4,1,0,286.20199542562517,230.17432522533014
2024-01-05,1012,breakfast,20.924938656848195,11,1,4,1,0,230.17432522533014,147.43573303629074
2024-01-05,1001,frozen,5.89742932145163,25,1,4,1,0,147.43573303629074,397.5044979601933
2024-01-05,1002,cleaning,13.250149932006444,30,1,4,1,0,397.5044979601933,276.28916989752156
2024-01-05,1004,cleaning,18.419277993168105,15,1,4,1,0,276.28916989752156,87.63119010575433
2024-01-05,1005,cleaning,9.73679890063937,9,1,4,1,0,87.63119010575433,58.17431947330928
2024-01-05,1003,breakfast,2.908715973665464,20,1,4,1,0,58.17431947330928,346.83567751652413
2024-01-05,1007,breakfast,17.341783875826206,20,1,4,1,0,346.83567751652413,105.17360368030761
2024-01-05,1008,breakfast,15.024800525758229,7,1,4,1,0,105.17360368030761,155.07718791360958
2024-01-05,1009,breakfast,8.615399328533865,18,1,4,1,0,155.07718791360958,22.872792635880767
2024-01-05,1010,cleaning,11.436396317940384,2,1,4,1,0,22.872792635880767,52.40483197895484
2024-01-05,1006,drinks,8.73413866315914,6,1,4,1,0,52.40483197895484,199.54408548799472
2024-01-06,1018,cleaning,13.302939032532981,15,1,5,1,1,199.54408548799472,32.531292543540275
2024-01-06,1015,frozen,10.843764181180092,3,1,5,1,1,32.531292543540275,364.19968998814863
2024-01-06,1016,drinks,12.558609999591333,29,1,5,1,1,364.19968998814863,744.7111647860404
2024-01-06,1017,frozen,19.095158071436934,39,1,5,1,1,744.7111647860404,401.5314772739956
2024-01-06,1020,frozen,7.300572314072648,55,1,5,1,1,401.5314772739956,598.6257772609769
2024-01-06,1014,drinks,16.179075061107483,37,1,5,1,1,598.6257772609769,84.11614807945477
2024-01-06,1022,cleaning,2.6286296274829617,32,1,5,1,1,84.11614807945477,93.90734786227029
2024-01-06,1023,frozen,9.390734786227029,10,1,5,1,1,93.90734786227029,36.72120760186235
2024-01-06,1024,snacks,9.180301900465588,4,1,5,1,1,36.72120760186235,156.816803813971
2024-01-06,1025,snacks,7.467466848284334,21,1,5,1,1,156.816803813971,131.01337429479292
2024-01-06,1021,drinks,5.458890595616372,24,1,5,1,1,131.01337429479292,155.39083483588036
2024-01-06,1013,cleaning,17.265648315097817,9,1,5,1,1,155.39083483588036,108.54687831396436
2024-01-06,1019,snacks,6.784179894622772,16,1,5,1,1,108.54687831396436,363.1483225449341
2024-01-06,1011,frozen,11.34838507952919,32,1,5,1,1,363.1483225449341,274.0616035217525
2024-01-06,1001,frozen,6.684429354189085,41,1,5,1,1,274.0616035217525,573.9623464766024
2024-01-06,1002,cleaning,13.347961545967499,43,1,5,1,1,573.9623464766024,88.36754706023812
2024-01-06,1003,breakfast,3.155983823579933,28,1,5,1,1,88.36754706023812,349.85905747598304
2024-01-06,1004,cleaning,17.49295287379915,20,1,5,1,1,349.85905747598304,55.17874162611817
2024-01-06,1005,cleaning,11.035748325223633,5,1,5,1,1,55.17874162611817,260.2896943802521
2024-01-06,1012,breakfast,20.022284183096318,13,1,5,1,1,260.2896943802521,546.1753583552357
2024-01-06,1007,breakfast,17.618559946943087,31,1,5,1,1,546.1753583552357,159.9275633327669
2024-01-06,1008,breakfast,14.538869393887902,11,1,5,1,1,159.9275633327669,178.96870449542064
2024-01-06,1009,breakfast,7.45702935397586,24,1,5,1,1,178.96870449542064,127.77996749460482
2024-01-06,1010,cleaning,12.777996749460481,10,1,5,1,1,127.77996749460482,125.47959815757257
2024-01-06,1006,drinks,9.652276781351736,13,1,5,1,1,125.47959815757257,71.21275226686325
2024-01-07,1025,snacks,7.9125280296514715,9,1,6,1,1,71.21275226686325,25.624244178600847
2024-01-07,1015,frozen,12.812122089300424,2,1,6,1,1,25.624244178600847,809.6822914282504
2024-01-07,1017,frozen,19.748348571420742,41,1,6,1,1,809.6822914282504,91.52487502835194
2024-01-07,1018,cleaning,13.07498214690742,7,1,6,1,1,91.52487502835194,78.662274260082
2024-01-07,1019,snacks,7.151115841825637,11,1,6,1,1,78.662274260082,67.51884396238444
2024-01-07,1022,cleaning,2.8132851650993516,24,1,6,1,1,67.51884396238444,111.75112316061556
2024-01-07,1021,drinks,5.321482055267408,21,1,6,1,1,111.75112316061556,569.9310747395743
2024-01-07,1014,drinks,15.831418742765953,36,1,6,1,1,569.9310747395743,93.48401930526612
2024-01-07,1023,frozen,10.38711325614068,9,1,6,1,1,93.48401930526612,59.22032244611347
2024-01-07,1024,snacks,9.870053741018912,6,1,6,1,1,59.22032244611347,400.8901539729219
2024-01-07,1020,frozen,7.423891740239294,54,1,6,1,1,400.8901539729219,112.40638568299762
2024-01-07,1013,cleaning,16.05805509757109,7,1,6,1,1,112.40638568299762,400.46807319599003
2024-01-07,1016,drinks,13.809243903310001,29,1,6,1,1,400.46807319599003,389.0591428546434
2024-01-07,1011,frozen,11.442915966313041,34,1,6,1,1,389.0591428546434,270.8529211506338
2024-01-07,1012,breakfast,20.83484008851029,13,1,6,1,1,270.8529211506338,502.1005802856557
2024-01-07,1002,cleaning,12.874373853478351,39,1,6,1,1,502.1005802856557,72.89585879132875
2024-01-07,1003,breakfast,3.0373274496386977,24,1,6,1,1,72.89585879132875,247.4016893599853
2024-01-07,1001,frozen,5.890516413332984,42,1,6,1,1,247.4016893599853,10.583174101397349
2024-01-07,1005,cleaning,10.583174101397349,1,1,6,1,1,10.583174101397349,316.64361596022184
2024-01-07,1004,cleaning,15.832180798011093,20,1,6,1,1,316.64361596022184,632.6242353092389
2024-01-07,1007,breakfast,19.769507353413715,32,1,6,1,1,632.6242353092389,216.5087199700184
2024-01-07,1008,breakfast,16.654516920770646,13,1,6,1,1,216.5087199700184,238.65454433726032
2024-01-07,1009,breakfast,8.523376583473583,28,1,6,1,1,238.65454433726032,79.96683015882627
2024-01-07,1010,cleaning,13.327805026471044,6,1,6,1,1,79.96683015882627,123.06389973241289
2024-01-07,1006,drinks,10.255324977701074,12,1,6,1,1,123.06389973241289,206.89744052297743
2024-01-08,1016,drinks,12.170437677822202,17,2,0,1,0,206.89744052297743,461.0548194689055
2024-01-08,1017,frozen,19.210617477871065,24,2,0,1,0,461.0548194689055,59.47803244182776
2024-01-08,1018,cleaning,11.895606488365551,5,2,0,1,0,59.47803244182776,37.40331815092123
2024-01-08,1019,snacks,7.480663630184246,5,2,0,1,0,37.40331815092123,285.9775633008571
2024-01-08,1020,frozen,7.3327580333553115,39,2,0,1,0,285.9775633008571,59.582382007927286
2024-01-08,1025,snacks,7.447797750990911,8,2,0,1,0,59.582382007927286,54.11098523883107
2024-01-08,1022,cleaning,3.0061658466017263,18,2,0,1,0,54.11098523883107,48.66820984002055
2024-01-08,1023,frozen,9.733641968004111,5,2,0,1,0,48.66820984002055,29.798693247949146
2024-01-08,1024,snacks,9.932897749316382,3,2,0,1,0,29.798693247949146,79.08710142283807
2024-01-08,1015,frozen,11.298157346119725,7,2,0,1,0,79.08710142283807,104.11429975459706
2024-01-08,1021,drinks,5.4796999870840555,19,2,0,1,0,104.11429975459706,334.6258477516856
2024-01-08,1014,drinks,14.5489499022472,23,2,0,1,0,334.6258477516856,132.21448442650927
2024-01-08,1004,cleaning,18.887783489501324,7,2,0,1,0,132.21448442650927,167.40076474923995
2024-01-08,1012,breakfast,20.925095593654994,8,2,0,1,0,167.40076474923995,116.97983605963371
2024-01-08,1013,cleaning,16.711405151376244,7,2,0,1,0,116.97983605963371,165.01367348190746
2024-01-08,1001,frozen,6.111617536366943,27,2,0,1,0,165.01367348190746,250.7433902766577
2024-01-08,1002,cleaning,11.397426830757167,22,2,0,1,0,250.7433902766577,56.54188126861398
2024-01-08,1005,cleaning,9.42364687810233,6,2,0,1,0,56.54188126861398,71.5032044137889
2024-01-08,1006,drinks,10.214743487684128,7,2,0,1,0,71.5032044137889,77.5715367821929
2024-01-08,1003,breakfast,3.2321473659247038,24,2,0,1,0,77.5715367821929,97.53986358163789
2024-01-08,1008,breakfast,13.934266225948269,7,2,0,1,0,97.53986358163789,149.65994216746003
2024-01-08,1009,breakfast,7.876839061445265,19,2,0,1,0,149.65994216746003,0.0
2024-01-08,1010,cleaning,13.720639310332444,0,2,0,1,0,0.0,377.12633052328556
2024-01-08,1011,frozen,12.165365500751147,31,2,0,1,0,377.12633052328556,388.9602757379993
2024-01-08,1007,breakfast,19.448013786899967,20,2,0,1,0,388.9602757379993,94.37217115022455
2024-01-09,1018,cleaning,13.481738735746363,7,2,1,1,0,94.37217115022455,63.123313635758294
2024-01-09,1015,frozen,12.624662727151659,5,2,1,1,0,63.123313635758294,303.54816065454304
2024-01-09,1016,drinks,13.797643666115594,22,2,1,1,0,303.54816065454304,535.8625930282765
2024-01-09,1017,frozen,19.84676270475098,27,2,1,1,0,535.8625930282765,81.51379731643115
2024-01-09,1019,snacks,7.41034521058465,11,2,1,1,0,81.51379731643115,521.2377337028882
2024-01-09,1014,drinks,15.330521579496713,34,2,1,1,0,521.2377337028882,85.42770523162082
2024-01-09,1021,drinks,5.339231576976301,16,2,1,1,0,85.42770523162082,64.09478879792017
2024-01-09,1022,cleaning,2.7867299477356595,23,2,1,1,0,64.09478879792017,41.20493344699155
2024-01-09,1023,frozen,10.301233361747887,4,2,1,1,0,41.20493344699155,70.37990257334951
2024-01-09,1024,snacks,10.054271796192786,7,2,1,1,0,70.37990257334951,287.03524395729056
2024-01-09,1020,frozen,7.7577092961429885,37,2,1,1,0,287.03524395729056,24.14020964367361
2024-01-09,1025,snacks,8.046736547891204,3,2,1,1,0,24.14020964367361,99.69027465302548
2024-01-09,1013,cleaning,16.615045775504246,6,2,1,1,0,99.69027465302548,179.55529768058162
2024-01-09,1011,frozen,10.56207633415186,17,2,1,1,0,179.55529768058162,219.14394998499353
2024-01-09,1001,frozen,6.4454102936762805,34,2,1,1,0,219.14394998499353,352.98362332390116
2024-01-09,1002,cleaning,12.606557975853612,28,2,1,1,0,352.98362332390116,58.41991988070495
2024-01-09,1003,breakfast,2.781900946700236,21,2,1,1,0,58.41991988070495,343.9318249553329
2024-01-09,1004,cleaning,18.1016749976491,19,2,1,1,0,343.9318249553329,89.82128581644947
2024-01-09,1005,cleaning,11.227660727056184,8,2,1,1,0,89.82128581644947,206.00963691847485
2024-01-09,1012,breakfast,20.600963691847486,10,2,1,1,0,206.00963691847485,310.4078853903046
2024-01-09,1007,breakfast,18.25928737590027,17,2,1,1,0,310.4078853903046,86.82173886832899
2024-01-09,1008,breakfast,14.470289811388165,6,2,1,1,0,86.82173886832899,172.57618333915815
2024-01-09,1009,breakfast,7.844371969961734,22,2,1,1,0,172.57618333915815,39.37314522147999
2024-01-09,1010,cleaning,13.12438174049333,3,2,1,1,0,39.37314522147999,98.99219672858453
2024-01-09,1006,drinks,9.899219672858454,10,2,1,1,0,98.99219672858453,11.899570125132142
2024-01-10,1015,frozen,11.899570125132142,1,2,2,1,0,11.899570125132142,225.21052452848554
2024-01-10,1016,drinks,13.247677913440326,17,2,2,1,0,225.21052452848554,510.7329329337771
2024-01-10,1017,frozen,18.916034553102854,27,2,2,1,0,510.7329329337771,94.54080282894161
2024-01-10,1018,cleaning,11.817600353617701,8,2,2,1,0,94.54080282894161,73.83627467655808
2024-01-10,1019,snacks,7.383627467655807,10,2,2,1,0,73.83627467655808,81.38834242031656
2024-01-10,1021,drinks,5.4258894946877705,15,2,2,1,0,81.38834242031656,66.60715876505749
2024-01-10,1022,cleaning,2.895963424567717,23,2,2,1,0,66.60715876505749,21.184349333016602
2024-01-10,1023,frozen,10.592174666508301,2,2,2,1,0,21.184349333016602,0.0
2024-01-10,1024,snacks,9.880225612375622,0,2,2,1,0,0.0,361.1701561816841
2024-01-10,1014,drinks,15.04875650757017,24,2,2,1,0,361.1701561816841,341.7973369842524
2024-01-10,1020,frozen,8.336520414250058,41,2,2,1,0,341.7973369842524,111.97441952883001
2024-01-10,1013,cleaning,15.996345646975715,7,2,2,1,0,111.97441952883001,21.09778753805913
2024-01-10,1025,snacks,7.03259584601971,3,2,2,1,0,21.09778753805913,304.92179411553633
2024-01-10,1011,frozen,11.727761312136012,26,2,2,1,0,304.92179411553633,202.36478854555432
2024-01-10,1001,frozen,5.781851101301552,35,2,2,1,0,202.36478854555432,391.6180782159408
2024-01-10,1002,cleaning,12.632841232772284,31,2,2,1,0,391.6180782159408,42.33139954302893
2024-01-10,1003,breakfast,3.023671395930638,14,2,2,1,0,42.33139954302893,315.5806225788557
2024-01-10,1004,cleaning,17.532256809936428,18,2,2,1,0,315.5806225788557,9.707112236831465
2024-01-10,1005,cleaning,9.707112236831465,1,2,2,1,0,9.707112236831465,272.3493690213398
2024-01-10,1012,breakfast,19.453526358667126,14,2,2,1,0,272.3493690213398,356.6977039814028
2024-01-10,1007,breakfast,18.773563367442254,19,2,2,1,0,356.6977039814028,50.00428434009423
2024-01-10,1008,breakfast,16.66809478003141,3,2,2,1,0,50.00428434009423,192.34888066566293
2024-01-10,1009,breakfast,8.743130939348315,22,2,2,1,0,192.34888066566293,36.28802994237795
2024-01-10,1010,cleaning,12.096009980792651,3,2,2,1,0,36.28802994237795,107.63661112364004
2024-01-10,1006,drinks,9.785146465785457,11,2,2,1,0,107.63661112364004,43.840431222573855
2024-01-11,1015,frozen,10.960107805643464,4,2,3,1,0,43.840431222573855,253.1070324126473
2024-01-11,1016,drinks,11.504865109665786,22,2,3,1,0,253.1070324126473,658.2684246033037
2024-01-11,1017,frozen,21.234465309783992,31,2,3,1,0,658.2684246033037,83.79143238887498
2024-01-11,1018,cleaning,13.965238731479163,6,2,3,1,0,83.79143238887498,38.251217095074836
2024-01-11,1019,snacks,7.650243419014967,5,2,3,1,0,38.251217095074836,96.4082222883446
2024-01-11,1021,drinks,5.074116962544453,19,2,3,1,0,96.4082222883446,53.013613745852766
2024-01-11,1022,cleaning,2.7901901971501455,19,2,3,1,0,53.013613745852766,41.280945251533694
2024-01-11,1023,frozen,10.320236312883424,4,2,3,1,0,41.280945251533694,28.265744204074018
2024-01-11,1024,snacks,9.42191473469134,3,2,3,1,0,28.265744204074018,316.7512066136067
2024-01-11,1014,drinks,16.671116137558247,19,2,3,1,0,316.7512066136067,377.43797064551734
2024-01-11,1020,frozen,8.20517327490255,46,2,3,1,0,377.43797064551734,82.95819081357638
2024-01-11,1025,snacks,8.295819081357639,10,2,3,1,0,82.95819081357638,112.66874550874917
2024-01-11,1013,cleaning,18.778124251458195,6,2,3,1,0,112.66874550874917,308.4754846615481
2024-01-11,1011,frozen,11.86444171775185,26,2,3,1,0,308.4754846615481,130.65471747208994
2024-01-11,1012,breakfast,18.66495963886999,7,2,3,1,0,130.65471747208994,205.7748550365028
2024-01-11,1001,frozen,6.4304642198907125,32,2,3,1,0,205.7748550365028,332.05212067873447
2024-01-11,1002,cleaning,13.28208482714938,25,2,3,1,0,332.05212067873447,233.77754260062298
2024-01-11,1004,cleaning,16.6983959000445,14,2,3,1,0,233.77754260062298,72.21695153518337
2024-01-11,1005,cleaning,10.316707362169053,7,2,3,1,0,72.21695153518337,44.761008077559914
2024-01-11,1003,breakfast,2.7975630048474946,16,2,3,1,0,44.761008077559914,380.6342918053655
2024-01-11,1007,breakfast,19.031714590268273,20,2,3,1,0,380.6342918053655,201.3803927042812
2024-01-11,1008,breakfast,15.490799438790862,13,2,3,1,0,201.3803927042812,133.1257907595761
2024-01-11,1009,breakfast,8.320361922473506,16,2,3,1,0,133.1257907595761,0.0
2024-01-11,1010,cleaning,13.480510824225608,0,2,3,1,0,0.0,37.50672680128895
2024-01-11,1006,drinks,9.376681700322237,4,2,3,1,0,37.50672680128895,104.21012471388136
2024-01-12,1019,snacks,7.443580336705811,14,2,4,1,0,104.21012471388136,344.1207566509814
2024-01-12,1016,drinks,13.235413717345438,26,2,4,1,0,344.1207566509814,523.5508882312474
2024-01-12,1017,frozen,20.942035529249896,25,2,4,1,0,523.5508882312474,0.0
2024-01-12,1018,cleaning,13.448818712890024,0,2,4,1,0,0.0,305.96186936399056
2024-01-12,1020,frozen,7.462484618633916,41,2,4,1,0,305.96186936399056,36.46671035484154
2024-01-12,1015,frozen,12.155570118280513,3,2,4,1,0,36.46671035484154,39.34980106828749
2024-01-12,1022,cleaning,2.623320071219166,15,2,4,1,0,39.34980106828749,86.20364386830477
2024-01-12,1023,frozen,9.578182652033863,9,2,4,1,0,86.20364386830477,0.0
2024-01-12,1024,snacks,9.844339712527756,0,2,4,1,0,0.0,73.92859832820224
2024-01-12,1025,snacks,8.214288703133583,9,2,4,1,0,73.92859832820224,49.24798625195433
2024-01-12,1021,drinks,4.924798625195433,10,2,4,1,0,49.24798625195433,399.87107088158467
2024-01-12,1014,drinks,15.994842835263388,25,2,4,1,0,399.87107088158467,86.7453366060769
2024-01-12,1006,drinks,8.67453366060769,10,2,4,1,0,86.7453366060769,204.77952478301344
